Driver ID,Name,Age,Gender,Years of Driving Experience,Location,Occupation,Marital Status,Socioeconomic Status,Driver's License,Accident Type,Accident Location,Date,Time,Weather Conditions,Road Conditions,Accident Severity,Average Speed,Traffic Signal Violations,Distracted Driving Frequency,Traffic Violations,Training Programs,Training Hours,Certifications,Vehicle Type,Vehicle Make,Vehicle Model,Vehicle Year,Road Type,Speed Limit,Traffic Signs Present,Road Conditions,Distance Traveled (km),Seatbelt Usage
736,Imran Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,10/14/2022,9:30,Rainy,Wet,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
737,Amina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,3/31/2015,12:45,Sunny,Dry,Property Damage,55,0,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
738,Ahmed Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,09/05/2014,10:00,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
739,Mahira Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulistan-e-Johar,06/02/2017,13:15,Rainy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
740,Farhan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,01/07/2016,9:30,Sunny,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
741,Sadia Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-8 Markaz,12/27/2018,12:45,Cloudy,Wet,Property Damage,60,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
742,Bilal Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,11/25/2022,9:30,Rainy,Wet,Property Damage,55,0,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
743,Samina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,8/15/2022,12:45,Sunny,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
744,Fahad Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,3/18/2019,10:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
745,Mariam Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,05/02/2014,13:15,Rainy,Wet,Property Damage,55,1,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
746,Hassan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,5/30/2023,9:30,Sunny,Dry,Property Damage,55,0,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
747,Sana Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-6,11/09/2022,12:45,Cloudy,Wet,Property Damage,60,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
748,Imran Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,6/15/2018,9:30,Rainy,Wet,Property Damage,55,0,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
749,Amina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,10/20/2014,12:45,Sunny,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
750,Ahmed Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,10/12/2018,10:00,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
751,Mahira Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulistan-e-Johar,02/01/2009,13:15,Rainy,Wet,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
752,Farhan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,06/04/2020,9:30,Sunny,Dry,Property Damage,55,0,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
753,Sadia Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-8 Markaz,7/22/2019,12:45,Cloudy,Wet,Property Damage,60,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
754,Bilal Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,8/14/2017,9:30,Rainy,Wet,Property Damage,55,0,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
755,Samina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,07/11/2017,12:45,Sunny,Dry,Property Damage,60,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
756,Fahad Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,12/27/2016,10:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
757,Mariam Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,03/08/2016,13:15,Rainy,Wet,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
758,Hassan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,03/03/2015,9:30,Sunny,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
759,Sana Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-6,6/14/2023,12:45,Cloudy,Wet,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
760,Imran Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,4/19/2019,9:30,Rainy,Wet,Property Damage,55,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
761,Amina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,10/27/2013,12:45,Sunny,Dry,Property Damage,60,0,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
762,Ahmed Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,7/17/2019,10:00,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
763,Mahira Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulistan-e-Johar,6/13/2020,13:15,Rainy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
764,Farhan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,10/11/2019,9:30,Sunny,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
765,Sadia Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-8 Markaz,12/22/2016,12:45,Cloudy,Wet,Property Damage,55,0,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
766,Bilal Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,9/21/2017,9:30,Rainy,Wet,Property Damage,55,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
767,Samina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,03/06/2016,12:45,Sunny,Dry,Property Damage,60,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
768,Fahad Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,2/16/2018,10:00,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
769,Mariam Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,5/29/2018,13:15,Rainy,Wet,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
770,Hassan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,4/25/2015,9:30,Sunny,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
771,Sana Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-6,10/03/2016,12:45,Cloudy,Wet,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
772,Imran Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,10/17/2021,9:30,Rainy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
773,Amina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,11/28/2016,12:45,Sunny,Dry,Property Damage,60,1,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
774,Ahmed Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,09/12/2018,10:00,Clear,Dry,Property Damage,55,0,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
775,Mahira Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulistan-e-Johar,09/09/2016,13:15,Rainy,Wet,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
776,Farhan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,8/30/2019,9:30,Sunny,Dry,Property Damage,55,0,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
777,Sadia Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-8 Markaz,3/27/2021,12:45,Cloudy,Wet,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
778,Bilal Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,10/06/2015,9:30,Rainy,Wet,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
779,Samina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,12/12/2017,12:45,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
780,Fahad Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,11/17/2022,10:00,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
781,Mariam Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,04/05/2014,13:15,Rainy,Wet,Property Damage,60,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
782,Hassan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,01/02/2019,9:30,Sunny,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
783,Sana Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-6,8/16/2022,12:45,Cloudy,Wet,Property Damage,55,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
784,Imran Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,4/22/2019,9:30,Rainy,Wet,Property Damage,55,0,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
785,Amina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,12/17/2018,12:45,Sunny,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
786,Ahmed Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,10/19/2016,10:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
787,Mahira Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulistan-e-Johar,09/03/2018,13:15,Rainy,Wet,Property Damage,60,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
788,Farhan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,03/07/2023,9:30,Sunny,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
789,Sadia Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-8 Markaz,05/01/2008,12:45,Cloudy,Wet,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
790,Bilal Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,02/02/2016,9:30,Rainy,Wet,Property Damage,55,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
791,Samina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,8/22/2021,12:45,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
792,Fahad Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,10/26/2020,10:00,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
793,Mariam Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,5/28/2018,13:15,Rainy,Wet,Property Damage,60,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
794,Hassan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,3/21/2022,9:30,Sunny,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
795,Sana Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-6,9/23/2016,12:45,Cloudy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
796,Imran Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,11/18/2018,9:30,Rainy,Wet,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
797,Amina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,6/29/2015,12:45,Sunny,Dry,Property Damage,55,0,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
798,Ahmed Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,10/04/2023,10:00,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
799,Mahira Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulistan-e-Johar,7/15/2017,13:15,Rainy,Wet,Property Damage,60,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
800,Farhan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,06/12/2017,9:30,Sunny,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
801,Sadia Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-8 Markaz,01/08/2014,12:45,Cloudy,Wet,Property Damage,55,0,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
802,Bilal Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,1/22/2016,9:30,Rainy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
803,Samina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,11/20/2017,12:45,Sunny,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
804,Fahad Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,5/15/2017,10:00,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
805,Mariam Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,9/19/2023,13:15,Rainy,Wet,Property Damage,60,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
806,Hassan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,4/20/2018,9:30,Sunny,Dry,Property Damage,55,0,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
807,Sana Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-6,7/13/2015,12:45,Cloudy,Wet,Property Damage,60,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
808,Imran Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,08/02/2016,9:30,Rainy,Wet,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
809,Amina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,12/14/2017,12:45,Sunny,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
810,Ahmed Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,10/24/2018,10:00,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
811,Mahira Malik,27,Female,4,Karachi,Business Owner,Single,Middle Class,Yes,Side Swipe Collision,Gulistan-e-Johar,3/16/2019,13:15,Rainy,Wet,Property Damage,55,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
812,Farhan Raza,39,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,11/29/2018,9:30,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
813,Sadia Ahmed,33,Female,7,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,F-8 Markaz,05/06/2020,12:45,Cloudy,Wet,Property Damage,60,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
814,Bilal Khan,35,Male,9,Karachi,Doctor,Single,Middle Class,Yes,Side Swipe Collision,Clifton,01/04/2020,9:30,Rainy,Wet,Property Damage,55,0,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
815,Samina Riaz,28,Female,5,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Model Town,7/31/2017,12:45,Sunny,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
816,Fahad Hassan,36,Male,10,Islamabad,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,2/20/2019,10:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
